Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Course Level,Assessment Score,Time per Day,IQ,Memory Power,Concentration,student_level,num_examples,break_interval,num_test_questions,course_duration,course_name,material_name,material_level
Leon,8,M,India,Tamil Nadu,Coimbatore,Teacher,Lower Middle,3,100,6,135,10,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Jonathan,18,M,India,Delhi,New Delhi,Businessperson,High,2,51,3,103,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Joe,8,F,UK,England,London,Businessperson,Lower Middle,2,54,4,106,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
John,14,F,UK,England,Manchester,Teacher,High,3,76,6,120,9,9,3,3,50,12,15,Learn_Good_Python,Python_material,1
Anna,12,F,USA,California,Los Angeles,Farmer,Upper Middle,3,99,4,137,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Jessica,10,M,UK,Scotland,Edinburgh,Clerk,Lower Middle,3,91,4,125,8,9,3,5,50,10,15,Learn_Good_Python,Python_material,1
Robert,13,F,USA,California,San Francisco,IT Professional,High,1,38,4,97,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Nathaniel,12,M,USA,California,Los Angeles,Doctor,Upper Middle,2,51,2,95,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Robert,18,M,USA,California,Los Angeles,Teacher,Upper Middle,1,34,3,89,5,4,1,7,30,15,25,Basic_Python,Python_material,1
James,10,F,Canada,Ontario,Toronto,Farmer,Low,1,46,1,89,4,4,1,7,30,15,25,Basic_Python,Python_material,1
George,12,M,India,Tamil Nadu,Coimbatore,Engineer,High,1,47,2,105,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Dakota,9,F,Canada,Ontario,Ottawa,IT Professional,Lower Middle,3,100,4,134,9,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Steven,18,F,USA,Texas,Dallas,Farmer,Low,1,46,6,91,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Jason,8,M,UK,England,Manchester,Clerk,High,1,47,2,98,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Clarence,17,M,India,Tamil Nadu,Coimbatore,Laborer,High,2,75,6,120,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Joshua,12,M,USA,Texas,Houston,IT Professional,Low,1,49,1,103,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Alexis,18,F,USA,Texas,Houston,Businessperson,Lower Middle,1,38,2,90,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Garrett,12,M,UK,England,Manchester,Doctor,Lower Middle,3,89,4,121,6,6,3,5,30,10,15,Learn_Good_Python,Python_material,1
Daniel,11,F,USA,California,San Francisco,Farmer,Low,3,87,8,122,8,9,3,5,50,10,15,Learn_Good_Python,Python_material,1
Christian,17,M,UK,England,Manchester,Engineer,Upper Middle,1,44,6,93,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Martha,16,F,UK,Scotland,Glasgow,Farmer,Upper Middle,1,47,5,104,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Daniel,12,F,USA,New York,Buffalo,Farmer,Low,1,44,1,86,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Samantha,9,F,Canada,Quebec,Quebec City,Farmer,Lower Middle,1,41,4,96,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Lisa,13,F,USA,New York,Buffalo,Businessperson,Upper Middle,1,31,4,88,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Joseph,8,M,USA,California,Los Angeles,IT Professional,Low,1,27,3,86,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Aaron,12,M,UK,Scotland,Edinburgh,IT Professional,High,1,36,1,90,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Seth,12,F,USA,California,San Francisco,Teacher,High,3,85,2,124,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Margaret,14,M,India,Maharashtra,Pune,Engineer,Low,2,52,7,107,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Sara,8,M,UK,England,London,Doctor,Upper Middle,1,49,2,104,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Denise,14,F,UK,Scotland,Edinburgh,Clerk,Upper Middle,1,44,2,88,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Sylvia,18,F,India,Maharashtra,Pune,Clerk,Low,2,61,8,109,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Corey,11,F,USA,California,Los Angeles,Laborer,Low,1,50,5,103,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Jennifer,15,F,Canada,Quebec,Quebec City,Laborer,Low,1,46,4,87,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Matthew,15,M,Canada,Quebec,Montreal,Clerk,Upper Middle,1,42,3,93,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Zachary,17,M,India,Tamil Nadu,Coimbatore,Businessperson,High,2,60,6,108,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Sara,14,M,UK,Scotland,Glasgow,Engineer,Upper Middle,1,45,1,85,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Timothy,9,M,Canada,Ontario,Ottawa,Businessperson,Low,2,60,4,104,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Holly,15,F,Canada,Ontario,Toronto,Doctor,Lower Middle,2,61,4,106,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Daniel,10,F,India,Delhi,New Delhi,Laborer,Low,1,38,1,88,2,3,1,7,30,15,25,Basic_Python,Python_material,1
Jacob,13,M,Canada,Ontario,Toronto,Farmer,Low,1,47,4,87,2,3,1,7,30,15,25,Basic_Python,Python_material,1
Alexandra,17,M,USA,Texas,Houston,Businessperson,Low,3,79,7,113,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Jesse,11,F,India,Delhi,New Delhi,Doctor,High,1,43,2,87,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Ashley,15,F,USA,California,San Francisco,Clerk,Upper Middle,1,46,6,94,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Ashley,11,F,Canada,Ontario,Toronto,Farmer,Lower Middle,1,40,2,91,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Amanda,10,F,India,Tamil Nadu,Chennai,Doctor,High,2,70,7,116,8,8,2,5,40,12,20,Intermediate_Python,Python_material,1
Angela,18,M,USA,Texas,Dallas,Engineer,Low,2,62,5,107,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Michael,14,F,Canada,Quebec,Quebec City,Farmer,Upper Middle,2,71,6,111,8,8,2,5,40,12,20,Intermediate_Python,Python_material,1
Norman,9,M,India,Tamil Nadu,Chennai,Businessperson,Lower Middle,2,57,8,108,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Ariana,13,F,UK,Scotland,Glasgow,Clerk,Upper Middle,2,58,2,99,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Tanya,9,M,UK,England,Manchester,Farmer,Lower Middle,1,45,6,98,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Christopher,14,M,India,Tamil Nadu,Chennai,IT Professional,Low,1,46,4,95,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Natalie,8,M,India,Maharashtra,Mumbai,Engineer,High,1,44,6,87,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Jennifer,14,F,Canada,Ontario,Ottawa,Farmer,Low,2,57,2,107,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Julie,17,M,Canada,Ontario,Toronto,Teacher,High,2,57,5,108,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Angela,14,M,India,Tamil Nadu,Chennai,Engineer,High,2,66,2,110,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Taylor,12,M,USA,New York,New York City,Teacher,Upper Middle,1,34,2,85,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Robert,10,F,USA,Texas,Dallas,IT Professional,Upper Middle,2,65,3,105,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Evan,10,F,UK,Scotland,Edinburgh,Businessperson,High,3,81,3,114,7,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Emily,8,F,USA,New York,Buffalo,Engineer,Low,1,36,2,87,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Kristen,10,F,UK,Scotland,Glasgow,Engineer,Lower Middle,1,27,6,86,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Anthony,12,F,India,Delhi,New Delhi,IT Professional,Low,1,38,6,89,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Edward,14,F,UK,England,London,Teacher,Upper Middle,2,56,7,99,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Angela,11,F,UK,England,London,Laborer,Lower Middle,2,68,6,113,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Benjamin,18,F,India,Delhi,New Delhi,Laborer,Low,2,65,4,114,6,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Tina,10,M,UK,England,London,Farmer,Low,1,42,6,100,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Shannon,14,F,Canada,Ontario,Toronto,Engineer,High,1,48,3,106,6,6,1,7,30,15,25,Basic_Python,Python_material,1
David,11,F,India,Delhi,New Delhi,IT Professional,Lower Middle,2,55,8,101,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Mark,18,M,India,Delhi,New Delhi,Doctor,Low,2,54,7,105,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Jonathan,16,F,UK,England,London,Engineer,Lower Middle,2,51,2,97,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Mckenzie,13,M,UK,England,Manchester,Businessperson,Lower Middle,2,64,2,112,6,6,2,5,30,12,20,Intermediate_Python,Python_material,1
Elizabeth,17,M,India,Tamil Nadu,Coimbatore,IT Professional,High,2,70,6,116,6,5,2,5,30,12,20,Intermediate_Python,Python_material,1
Stephanie,8,F,UK,Scotland,Glasgow,Farmer,Upper Middle,2,53,5,109,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Michael,14,F,Canada,Quebec,Quebec City,Teacher,Lower Middle,1,29,1,86,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Daniel,8,M,USA,Texas,Houston,Doctor,High,2,57,6,108,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Mario,13,M,UK,England,London,Laborer,Upper Middle,2,71,6,111,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Amanda,12,M,India,Maharashtra,Pune,IT Professional,Upper Middle,1,44,5,85,2,2,1,7,30,15,25,Basic_Python,Python_material,1
Brian,9,F,USA,New York,Buffalo,Businessperson,Low,1,36,2,85,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Linda,12,F,India,Maharashtra,Pune,Farmer,High,2,55,8,100,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Jody,11,F,India,Delhi,New Delhi,Doctor,Upper Middle,3,90,3,122,8,9,3,5,50,10,15,Learn_Good_Python,Python_material,1
Nathan,18,F,USA,Texas,Houston,Doctor,High,3,86,8,122,8,9,3,5,50,10,15,Learn_Good_Python,Python_material,1
Holly,9,M,Canada,Ontario,Toronto,Teacher,Upper Middle,2,63,8,109,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Ricky,17,F,USA,New York,Buffalo,Doctor,Lower Middle,1,45,1,100,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Jason,8,F,Canada,Quebec,Montreal,Engineer,Upper Middle,2,71,3,118,6,5,2,5,30,12,20,Intermediate_Python,Python_material,1
Priscilla,14,M,Canada,Ontario,Ottawa,Laborer,Low,2,66,6,106,6,7,2,7,40,12,20,Intermediate_Python,Python_material,1
Daniel,15,F,UK,Scotland,Edinburgh,IT Professional,Low,1,37,4,96,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Stephanie,18,F,Canada,Ontario,Ottawa,Farmer,Low,2,52,3,110,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Krystal,8,M,UK,England,Manchester,Teacher,High,2,51,5,110,8,9,2,5,50,15,20,Intermediate_Python,Python_material,1
Alex,10,F,Canada,Quebec,Quebec City,Engineer,Low,1,47,1,100,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Latoya,9,M,UK,England,Manchester,Farmer,High,2,68,8,111,9,9,2,3,50,12,20,Intermediate_Python,Python_material,1
Jennifer,15,F,India,Maharashtra,Mumbai,Farmer,Lower Middle,2,53,3,98,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Kaylee,9,F,USA,California,Los Angeles,Teacher,Low,3,76,8,121,9,8,3,3,40,12,15,Learn_Good_Python,Python_material,1
Holly,14,M,USA,New York,Buffalo,Businessperson,Lower Middle,1,33,6,93,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Michelle,14,M,Canada,Ontario,Toronto,IT Professional,Low,3,82,7,131,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Crystal,10,F,UK,England,Manchester,IT Professional,Low,1,42,1,96,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Albert,18,M,Canada,Ontario,Toronto,Laborer,High,1,35,6,88,2,3,1,7,30,15,25,Basic_Python,Python_material,1
Robert,11,F,India,Delhi,New Delhi,Doctor,Upper Middle,3,81,5,124,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Renee,10,M,USA,California,San Francisco,Engineer,High,3,77,5,124,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
April,10,F,UK,Scotland,Edinburgh,Clerk,Lower Middle,2,60,5,101,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Christopher,18,F,India,Tamil Nadu,Chennai,Engineer,Lower Middle,2,56,4,104,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Lori,8,F,UK,England,London,Teacher,Low,3,80,2,112,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
Patrick,15,M,USA,New York,Buffalo,Farmer,Lower Middle,2,58,7,105,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Kyle,18,M,India,Maharashtra,Pune,Engineer,High,2,52,4,110,9,10,2,3,50,15,20,Intermediate_Python,Python_material,1
Michael,12,M,USA,New York,New York City,Laborer,Low,1,49,6,92,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Kristen,10,M,USA,California,Los Angeles,Doctor,High,2,67,6,117,9,10,2,3,50,12,20,Intermediate_Python,Python_material,1
Kimberly,15,F,India,Maharashtra,Pune,Laborer,Low,1,42,3,86,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Carol,8,M,India,Delhi,New Delhi,Engineer,Lower Middle,1,37,3,90,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Michael,10,M,India,Delhi,New Delhi,Doctor,Upper Middle,2,73,7,115,6,5,2,5,30,12,20,Intermediate_Python,Python_material,1
Katelyn,9,F,UK,England,London,Doctor,High,1,37,5,89,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Erica,8,M,Canada,Ontario,Toronto,Engineer,High,2,53,4,109,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Michael,11,F,Canada,Quebec,Quebec City,Laborer,Lower Middle,1,41,2,99,4,5,1,7,30,15,25,Basic_Python,Python_material,1
William,17,F,India,Maharashtra,Pune,Laborer,High,2,51,6,95,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Marie,15,F,India,Maharashtra,Pune,Teacher,Upper Middle,2,67,5,109,6,5,2,7,30,12,20,Intermediate_Python,Python_material,1
Kelly,9,F,USA,California,Los Angeles,Doctor,Low,2,73,3,112,9,10,2,3,50,12,20,Intermediate_Python,Python_material,1
Wendy,17,M,India,Tamil Nadu,Chennai,Businessperson,Lower Middle,1,45,5,92,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Timothy,13,F,India,Maharashtra,Pune,Businessperson,Low,2,55,8,105,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Tracy,12,M,Canada,Quebec,Quebec City,Clerk,Upper Middle,1,43,1,101,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Alicia,11,F,UK,England,Manchester,Businessperson,Low,2,54,4,102,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Denise,10,F,Canada,Ontario,Ottawa,Businessperson,High,2,61,3,108,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Douglas,14,F,USA,New York,Buffalo,Engineer,Lower Middle,1,43,2,99,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Stephen,15,M,UK,England,London,Farmer,High,1,32,2,92,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Donna,15,M,Canada,Quebec,Quebec City,IT Professional,Lower Middle,1,36,4,90,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Kenneth,11,F,India,Delhi,New Delhi,Farmer,Upper Middle,3,89,2,127,7,6,3,3,30,10,15,Learn_Good_Python,Python_material,1
Max,13,M,Canada,Quebec,Quebec City,Doctor,Upper Middle,1,31,2,85,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Emily,11,F,USA,Texas,Dallas,Clerk,Low,3,81,4,122,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
Stephen,16,F,UK,England,London,IT Professional,Low,3,89,7,119,7,6,3,5,30,10,15,Learn_Good_Python,Python_material,1
Susan,15,M,USA,New York,Buffalo,Teacher,Lower Middle,2,68,2,108,6,6,2,7,30,12,20,Intermediate_Python,Python_material,1
Jo,13,M,USA,New York,New York City,Farmer,Lower Middle,1,41,1,85,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Donna,17,F,Canada,Quebec,Montreal,Doctor,Low,1,39,3,86,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Adam,10,M,USA,Texas,Dallas,Teacher,Lower Middle,1,28,1,88,3,4,1,7,30,15,25,Basic_Python,Python_material,1
Joshua,18,F,USA,New York,New York City,IT Professional,Upper Middle,2,68,3,110,7,8,2,5,40,12,20,Intermediate_Python,Python_material,1
Shelby,8,F,Canada,Ontario,Ottawa,IT Professional,High,3,77,7,122,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
Cheyenne,10,F,Canada,Quebec,Quebec City,IT Professional,High,1,42,6,99,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Linda,13,F,Canada,Quebec,Quebec City,Teacher,Lower Middle,2,60,3,102,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Kayla,18,F,USA,Texas,Houston,IT Professional,High,3,78,6,118,9,10,3,3,50,12,15,Learn_Good_Python,Python_material,1
Travis,18,F,India,Maharashtra,Pune,IT Professional,Lower Middle,1,39,2,96,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Curtis,14,M,India,Delhi,New Delhi,Clerk,Upper Middle,2,52,6,100,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Kathleen,17,M,UK,England,London,Clerk,High,1,41,2,85,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Jesus,11,M,UK,England,Manchester,Clerk,Upper Middle,3,76,3,125,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Jesse,13,F,Canada,Quebec,Montreal,Doctor,Low,3,79,7,121,7,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
David,18,M,USA,Texas,Houston,Clerk,Upper Middle,1,37,4,86,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Steven,14,M,Canada,Quebec,Montreal,Laborer,Upper Middle,2,52,4,110,8,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Tracey,15,F,India,Maharashtra,Pune,IT Professional,High,1,49,6,105,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Kayla,12,M,Canada,Ontario,Ottawa,Engineer,High,1,33,3,91,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Brenda,10,M,USA,California,San Francisco,Doctor,Low,1,48,4,100,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Diane,17,F,India,Maharashtra,Pune,Engineer,Low,3,85,6,120,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Christina,10,M,UK,Scotland,Glasgow,Clerk,Lower Middle,2,73,3,114,6,6,2,5,30,12,20,Intermediate_Python,Python_material,1
Tommy,13,F,Canada,Ontario,Toronto,Engineer,High,2,58,2,105,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Isaiah,16,F,Canada,Quebec,Quebec City,IT Professional,Low,2,52,2,96,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Kathryn,18,M,USA,Texas,Houston,Businessperson,High,1,40,2,100,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Heather,17,M,USA,New York,Buffalo,Doctor,Lower Middle,2,66,3,115,9,10,2,3,50,12,20,Intermediate_Python,Python_material,1
Carly,12,F,UK,England,Manchester,Doctor,Lower Middle,3,89,5,120,6,7,3,5,40,10,15,Learn_Good_Python,Python_material,1
Jessica,8,M,India,Tamil Nadu,Chennai,Teacher,Upper Middle,1,47,3,105,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Rebecca,12,M,Canada,Quebec,Montreal,Teacher,Lower Middle,1,49,2,96,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Randall,10,F,Canada,Quebec,Montreal,Clerk,Upper Middle,3,81,3,124,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Alex,13,M,USA,New York,New York City,Doctor,Lower Middle,1,47,2,99,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Tyler,18,F,Canada,Quebec,Quebec City,Businessperson,Low,1,48,6,97,7,6,1,5,30,15,25,Basic_Python,Python_material,1
April,13,F,UK,England,London,Farmer,Lower Middle,2,62,2,102,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Roy,17,M,Canada,Ontario,Toronto,Clerk,High,2,53,6,100,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Kelly,14,F,UK,Scotland,Edinburgh,Clerk,Low,3,84,6,115,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Christian,9,M,USA,Texas,Dallas,Engineer,Lower Middle,3,92,2,124,7,8,3,5,40,10,15,Learn_Good_Python,Python_material,1
David,9,F,UK,England,London,Doctor,Low,1,36,1,89,2,2,1,7,30,15,25,Basic_Python,Python_material,1
William,17,M,Canada,Quebec,Montreal,Farmer,Lower Middle,1,41,5,94,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Kayla,8,F,India,Delhi,New Delhi,Engineer,Upper Middle,3,85,7,118,7,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Wyatt,17,F,USA,New York,Buffalo,Businessperson,Lower Middle,1,32,5,88,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Stephanie,9,M,India,Delhi,New Delhi,IT Professional,Lower Middle,2,64,7,104,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Scott,17,M,UK,England,London,Laborer,Lower Middle,2,54,4,97,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
David,9,F,UK,Scotland,Edinburgh,Farmer,High,3,97,2,129,6,5,3,3,30,10,15,Learn_Good_Python,Python_material,1
Lindsay,16,F,USA,Texas,Dallas,Clerk,Lower Middle,2,64,5,106,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Brandon,16,F,UK,Scotland,Edinburgh,Clerk,Lower Middle,1,44,5,89,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Joy,18,F,India,Maharashtra,Mumbai,Teacher,High,2,51,8,99,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Tyler,16,F,USA,New York,Buffalo,Doctor,High,2,56,7,102,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Gary,10,F,India,Tamil Nadu,Coimbatore,Clerk,Lower Middle,1,37,1,94,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Terri,9,M,UK,Scotland,Edinburgh,Teacher,High,3,85,7,125,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
Andre,9,F,USA,Texas,Dallas,Farmer,High,1,39,1,92,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Amy,15,M,USA,California,San Francisco,Laborer,Lower Middle,1,39,6,90,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Nicholas,16,M,India,Maharashtra,Pune,Teacher,High,3,88,4,121,6,7,3,5,40,10,15,Learn_Good_Python,Python_material,1
Shelby,10,F,Canada,Ontario,Ottawa,Farmer,Low,1,34,2,92,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Douglas,18,F,USA,California,Los Angeles,Teacher,High,1,47,1,97,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Joe,11,M,India,Delhi,New Delhi,Clerk,Upper Middle,1,34,1,92,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Mike,16,M,USA,Texas,Dallas,Businessperson,High,1,35,1,94,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Andrew,18,M,USA,New York,Buffalo,Clerk,Upper Middle,1,45,6,102,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Javier,14,M,Canada,Ontario,Toronto,Doctor,Lower Middle,3,88,8,129,7,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Rachel,12,M,UK,England,London,Engineer,High,2,68,6,118,6,5,2,5,30,12,20,Intermediate_Python,Python_material,1
David,15,F,India,Tamil Nadu,Chennai,Farmer,Upper Middle,2,51,7,95,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Kathleen,10,M,Canada,Ontario,Toronto,IT Professional,High,2,62,2,111,9,8,2,3,40,12,20,Intermediate_Python,Python_material,1
Sarah,8,M,India,Tamil Nadu,Chennai,Clerk,Low,2,53,5,105,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
James,11,M,USA,California,Los Angeles,Teacher,Upper Middle,3,95,6,130,10,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Cindy,15,F,USA,Texas,Dallas,Engineer,Low,2,70,5,111,9,8,2,3,40,12,20,Intermediate_Python,Python_material,1
Jennifer,13,M,USA,New York,New York City,Farmer,High,2,67,7,107,7,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Cindy,8,M,UK,Scotland,Glasgow,Laborer,Lower Middle,2,72,6,122,6,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Andrew,16,M,USA,California,San Francisco,Clerk,High,3,83,5,123,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Robert,13,M,USA,California,Los Angeles,Engineer,Upper Middle,3,100,6,137,8,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Monica,16,M,Canada,Ontario,Toronto,Businessperson,Lower Middle,2,61,3,102,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Melissa,11,F,India,Tamil Nadu,Chennai,Engineer,Low,3,88,2,124,7,7,3,5,40,10,15,Learn_Good_Python,Python_material,1
Richard,11,M,USA,Texas,Dallas,Businessperson,High,1,46,2,86,3,4,1,7,30,15,25,Basic_Python,Python_material,1
Jennifer,16,F,Canada,Ontario,Ottawa,Teacher,Lower Middle,2,53,4,106,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Christina,14,F,India,Tamil Nadu,Chennai,Clerk,Low,2,73,8,111,9,9,2,3,50,12,20,Intermediate_Python,Python_material,1
Sean,9,M,Canada,Quebec,Quebec City,IT Professional,Low,2,60,5,100,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Sarah,14,M,India,Tamil Nadu,Coimbatore,Engineer,Low,2,59,7,101,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Haley,9,M,India,Delhi,New Delhi,IT Professional,Lower Middle,1,37,2,90,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Kenneth,17,M,UK,Scotland,Edinburgh,IT Professional,Upper Middle,3,96,4,127,6,5,3,3,30,10,15,Learn_Good_Python,Python_material,1
Cory,10,M,USA,California,San Francisco,Clerk,High,3,79,2,123,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
